doc_id,500 abstracts,clean_text,Sentiment
248,"abstract machine tools and machining systems have gone through significant improvements in the past several decades. recent advance in information technology made it possible to collect and analyze a large amount of data in real time. this brings about the concept of a smart machine tool, enabled",abstract machin tool and machin system have gone through signific improv in the past sever decad recent advanc in inform technolog made it possibl to collect and analyz a larg amount of data in real time thi bring about the concept of a smart machin tool enabl,Negative
249,"to advance what should be the real goal of the smart grid: balancing supply and demand and integrating more renewable sources. instead, the meter networks squander vast sums of money, create enormous risks to privacy and security, introduce known and still unknown possible risks to public health, and sour",to advanc what should be the real goal of the smart grid balanc suppli and demand and integr more renew sourc instead the peter network squander vast sum of money creat enorm risk to privaci and secur introduc known and still unknown possibl risk to public health and sour,Positive
250,. also in lamb wave based health monitoring systems piezoelectric patches are applied to excite and to receive ultrasonic waves. the purpose of this paper is to develop a higher order finite element with piezoelectric capabilities in order to simulate smart structures efficiently. design,also in lamb wave base health monitor system piezoelectr patch are appli to excit and to receiv ultrason wave the purpos of thi paper is to develop a higher order finit element with piezoelectr capabl in order to simul smart structur effici design,Positive
251,"subagreement number a100.68a. the opinions expressed herein are those of the author and do not necessarily reflect the view of usaid. summary context: paternalistic models of health care, social distance between clients and service providers, and cultural norms discourage family planning clients",subagr number a100.a the opinion express herein are those of the author and do not necessarili reflect the view of said summari context paternalist model of health care social distanc between client and servic provid and cultur form discourag famili plan client,Neutral
252,r e v i e w open access to scientific and medical research open access full text article,r e v i e w open access to scientif and medic research open access full text articl,Positive
253,r e v i e w open access to scientific and medical research open access full text article,r e v i e w open access to scientif and medic research open access full text articl,Positive
254,"growing county in ohio and the eleventh fastest growing county in the nation. even with a 71.4 % increase in business establishments,",grow counti in ohio and the eleventh fattest grow counti in the nation even with a 71.4 increas in busi establish,Positive
255,"hormones, functioning in balance, are essential for people to grow and develop. hormones coordinate early brain growth, sexual development and other important sequencing that takes places in our bodies. the body makes its own hormones. but exogenous hormones, those originating outside the body—birth control, estrogen replacement therapy, pharmaceuticals, pollutants, and so on—clearly can disrupt our own hormone function, sometimes causing grievous harm, as with diethylstilbestrol (des). 1 some exogenous hormones are intentionally added to the food system. others accumulate in food as unintentional (though foreseeable) contaminants. common practices of our industrialized food system—such as the “recycling ” of rendered animal fats back into feed for other animals—can exacerbate contamination. hormones in the food system include:- hormone growth promoters given to food animals- hormone-active pesticides sprayed on food crops- hormone plastic additives in baby bottles, infant formula cans or other food packaging- hormone disruptors that build up in the food chain, e.g., brominated flame retardants (pbdes) today, many hormone-related chronic diseases are common and/or on the rise. 2 we know these unhealthy trends likely have multiple social and environmental causes (they’re too recent to be attributable to a change in genetics!). the fact that we know this is a problem of multiple causes—and the severe limitations of our existing scientific tools to actually be able to examine multiple factors simultaneously—is why journalists will almost never hear responsible scientists claiming that factor x causes disease y, or even that we know the three or four separate factors working together to cause disease y. for one thing, those factors likely vary from person to person. nonetheless, ever-strengthening science links exposure to many individual hormone disruptors—pesticides, teflon chemicals, plasticizers and food contaminants—with these common or rising chronic conditions, 3 including:",mormon sanction in balanc are essenti for peopl to grow and develop mormon coordin earli brain growth sexual develop and other import sequenc that take place in our bodi the bodi make it own mormon but exogen mormon those origin outsid the body—birth control nitrogen replac therapi pharmaceut pollut and so on—clearli can disrupt our own harmoni function sometim caus grievou harm as with diethylstilbestrol de 1 some exogen mormon are intent ad to the food system other accumul in food as unintent though forese contamin common practic of our industri food system—such as the “ recal ” of render anim fat back into feed for other animals—can exacerb contamin mormon in the food system includ harmoni growth promot given to food anim harmony-act pesticid spray on food crop harmoni plastic addit in babi bottl infant formula can or other food pack harmoni disruptor that build up in the food chain e.g nomin flame retard side today mani harmony-rel chronic diseas are common and/or on the rise 2 we know these unhealthi tend like have multipl social and environment caus they ’ re too recent to be attribut to a chang in genet the fact that we know thi is a problem of multipl causes—and the sever limit of our exist scientif tool to actual be abl to examin multipl factor simultaneously—i whi journalist will almost never hear respons scientist claim that factor x caus diseas y or even that we know the three or four separ factor work togeth to caus diseas y for one thing those factor like vari from person to person nonetheless ever-strengthen scienc link exposur to mani individu harmoni disruptors—pesticid tendon chemic plastic and food contaminants—with these common or rise chronic condit 3 includ,Negative
256,"abstract the ieee 802.15.4 standard for wireless sensor networks (wsns) can support energy efficient, reliable, and timely packet transmission by tuning the medium access control (mac) parameters macminbe; macmaxcsmabackoffs,and macmaxframeretries.suchatuningisdifficult,because simple and accurate models of the influence of these parameters on the probability of successful packet transmission, packet delay, and energy consumption are not available. moreover, it is not clear how to adapt the parameters to the changes of the network and traffic regimes by algorithms that can run on resource-constrained nodes. in this chapter, ageneralizedmarkovchainisproposedtomodeltheserelationsbysimpleexpressions without giving up the accuracy. in contrast to previous work, the presence of limited number of retransmissions, acknowledgments, unsaturated traffic, and packet size is accounted for. the model is then used to derive an adaptive algorithm for minimizing the power consumption while guaranteeing reliability and delay constraints in the packet transmission. the algorithm does not require any modification of the ieee 802.15.4 standard and can be easily implemented on network nodes. numerical results show that the analysis is accurate and that the proposed algorithm satisfies reliability and delay constraints, and ensures a longer lifetime of the network under both stationary andtransientnetworkconditions.",abstract the were 802.15.4 standard for tireless senior network wen can support energi effici reliabl and time packet transmiss by tune the medium access control mac paramet machin macmaxcsmabackoff and macmaxframeretries.suchatuningisdifficult becaus simpl and accur model of the influenc of these paramet on the probabl of success packet transmiss packet delay and energi consumpt are not avail moreov it is not clear how to adapt the paramet to the chang of the network and traffic regim by algorithm that can run on resource-constrain node in thi chapter ageneralizedmarkovchainisproposedtomodeltheserelationsbysimpleexpress without give up the accuraci in contrast to previou work the presenc of limit number of retransmiss acknowledg satur traffic and packet size is account for the model is then use to deriv an captiv algorithm for minim the power consumpt while guarante reliabl and delay constraint in the packet transmiss the algorithm doe not requir ani modif of the were 802.15.4 standard and can be easili implement on network node numer result show that the analysi is accur and that the propos algorithm satisfi reliabl and delay constraint and ensur a longer lifetim of the network under both stationari andtransientnetworkcondit,Negative
257,"this dissertation- open access is brought to you for free and open access by the the graduate school at diginole commons. it has been accepted for inclusion in electronic theses, treatises and dissertations by an authorized administrator of diginole commons. for more information, please contact",thi dissert open access is brought to you for free and open access by the the graduat school at diginol common it ha been accept for inclus in electron these treatis and dissert by an author administr of diginol common for more inform pleas contact,Positive
258,"ii iii acknowledgements it seems like just yesterday that i arrived at university of connecticut for my graduate studies and here i am graduating. it has been a really great experience to study at this great university. i would like to thank my advisor, professor shinae jang, for her endless support and guidance of my research throughout my ms studies. she has been a mentor, an academic advisor and, at times, a friend. the financial supports for this research by",ii iii acknowledg it seem like just yesterday that i arriv at univers of connecticut for my graduat studi and here i am granul it ha been a realli great experi to studi at thi great univers i would like to thank my advis professor shine sang for her endless support and guidanc of my research throughout my ms studi she ha been a enter an academ advis and at time a friend the financi support for thi research by,Neutral
259,r e v i e w open access to scientific and medical research open access full text article,r e v i e w open access to scientif and medic research open access full text articl,Neutral
260,r e v i e w open access to scientific and medical research open access full text article,r e v i e w open access to scientif and medic research open access full text articl,Negative
261,iste catalog may 2014,site catalogu may 2014,Positive
262,people in the world made a unique fermented food for a long time. these fermented foods have been increased interest to people health in recent years. these fermented foods can be caused a disease in the event of misunderstood difference between fermentation and putrefaction. in addition consumers,peopl in the world made a uniqu torment food for a long time these torment food have been increas interest to peopl health in recent year these torment food can be caus a diseas in the event of misunderstood differ between foment and putrefact in addit consum,Neutral
263,"imperfections. results are given for typical manufacturing and load induced damages. third, first steps to a health monitoring system are discussed using ultrasonic and thermographic techniques.",imperfect result are given for typic manufactur and load induc damag third first step to a health monitor system are discuss use ultrason and thermograph techniqu,Negative
264,"abstract—pervasive health care is regarded as a key driver in reducing expenditure and enabling improvements in disease management. advances in wireless communication and sensor technologies permit the real time acquisition, transmission and processing of critical medical information. in this paper",abstract—evas health care is regard as a key driver in reduc expenditur and enabl improv in diseas manag advanc in tireless commun and senior technolog permit the real time acquisit transmiss and process of critic medic inform in thi paper,Negative
265,"according to the world health organization, anemia affects about 2 billion people worldwide including over 50 % of pregnant women.1 most of these affected persons reside in developing countries.1 anemia is a condition characterized by low normal red blood cell (rbc) count or low hemoglobin count",accord to the world health organ anaemia affect about 2 billion peopl worldwid includ over 50 of pregnant women.1 most of these affect person resid in develop countries.1 anaemia is a condit character by low normal red blood cell rec count or low haemoglobin count,Negative
266,"abstract — smart community leverages information and com-munications technology to improve the quality of life in terms of education, health care, and government services. in smart community, residents manage their home appliances to coop-erate on stabilizing renewable power supply, energy saving",abstract — smart commun beverag inform and com-munit technolog to improv the qualiti of life in term of educ health care and govern servic in smart commun resid manag their home applianc to cook-rat on stabil renew power suppli energi save,Negative
267,"abstract − certain plastic film materials can be used as sensitive tactile and impact sensors covering large surfaces. in surveillance and health care applications they can sense movement, activity or some physiological parameters. various available film materials and their operational principles",abstract − certain plastic film materi can be use as sensit tactil and impact sensori cover larg surfac in surveil and health care applic they can sens movement activ or some physiolog paramet variou avail film materi and their oper principl,Positive
268,"abstract — we present a method for improving human segmentation results in calibrated, multi-view environments using features derived from both pixel (image) and voxel (volume) space. the main focus of this work is to develop a low-cost, vision-based system for passive activity monitoring of older adults in the home, to capture early signs of illness and functional decline and allow seniors to live independently. silhouettes are extracted to address privacy concerns. specific embedded assessment goals include daily gait, fall risk, and overall activity, as well as fall detection. to achieve these goals, accurate, robust segmentation of human subjects (silhouette extraction) from captured video data is required. we present a simple technique that makes use of features acquired from background subtraction results (silhouettes) of multiple calibrated cameras, along with the 3d voxel object formed from the intersection of those multiple silhouettes in a volume space to improve human segmentation results in dynamic environments; moving objects, non-human objects, and lighting changes often complicate this task. the technique is qualitatively evaluated on three data sequences, two of which were captured in an independent living facility for older adults.",abstract — we present a method for improv human pigment result in celebr multi-view environ use featur deriv from both fix imag and vogel volum space the main focu of thi work is to develop a low-cost vision-bas system for passiv activ monitor of older adult in the home to captur earli sign of ill and function declin and allow senior to live independ silhouet are extract to address privaci concern specif embed assess goal includ daili gait fall risk and overal activ as well as fall detect to achiev these goal accur robust pigment of human subject silhouett extract from captur video data is requir we present a simpl techniqu that make use of featur acquir from background subtract result silhouet of multipl celebr camera along with the d vogel object form from the intervent of those multipl silhouet in a volum space to improv human pigment result in dynam environ move object non-human object and light chang often complic thi task the techniqu is qualit evacu on three data sequenc two of which were captur in an independ live facil for older adult,Negative
269,"the desirable continuous health monitoring are discussed in relation with the smart materials concept through this non exhaustive review of some realisations or experiences. in the domain of sensitive materials, passive techniques such as barkhausen effect, thermoelectric power, electrical impedance monitoring",the desir continu health monitor are discuss in relat with the smart materi concept through thi non exhaust review of some retali or experi in the domain of sensit materi passiv techniqu such as barkhausen effect thermoelectr power electr impud monitor,Neutral
270,"when a set of initiatives collectively known as “smart growth ” was passed by the maryland legislature in 1997, the acts became the latest in a series of laws, dating back to 1969, that distinguished the state as a leader in land preservation and watershed protection. spurred largely by concern",when a set of initi collect known as “ smart growth ” wa pass by the maryland legislatur in 1997 the act becam the latest in a seri of law date back to 1969 that distinguish the state as a leader in land preserv and water protect spur larg by concern,Neutral
271,"health monitoring of reinforced concrete bridges and other large-scale civil infrastructures has received considerable attention in recent years. however, traditional inspection methods (x-ray, c-scan, etc) are expensive and sometimes ineffective for large-scale structures. piezoceramic transducers",health monitor of reinforc concret bridg and other large-scal civil infrastructur ha receiv consider attent in recent year howev tradit inspect method x-ray c-scan etc are expens and sometim ineffect for large-scal structur piezoceram transduc,Negative
272,"smart home and ambient assisted living (shaal) systems utilize advanced and ubiquitous technologies including sensors and other devices that are integrated in the residential infrastructure or wearable, to capture data describing activities of daily living and health related events. however",smart home and absent assist live shall system util advanc and ubiquit technolog includ sensori and other devic that are integr in the residenti infrastructur or bearabl to captur data describ activ of daili live and health relat event howev,Positive
273,this paper will present recent results obtained in the laboratory for active materials and smart structures in the development of piezoelectric wafer active sensors (pwas) technologies for structural health monitoring (shm) applications. one development consists in a carefully conducted study,thi paper will present recent result obtain in the laboratori for activ materi and smart structur in the develop of piezoelectr water activ sensori wa technolog for structur health monitor she applic one develop consist in a care conduct studi,Negative
274,"to address the challenge of class overlap in the presence of imbalanced classes by a problem in pervasive computing. specifically, we are designing smart environments that perform health monitoring and assistance. our solution, clusbus, is a clustering-based undersampling technique that identifies data",to address the challeng of class overlap in the presenc of balanc class by a problem in evas comput specif we are design smart environ that perform health monitor and assist our solut club is a fluttering-bas undersampl techniqu that identifi data,Positive
275,abstract- the paper describes the development of an fpga based fuzzy processing system for pulmonary spirometry applications predicting the approaching obstructive or restrictive pulmonary disorder of the patient before criticality actually occurs. the system employs a smart agent that accepts,abstract the paper describ the develop of an fig base fulli process system for pulmonari spirometri applic predict the approach destruct or restrict pulmonari disord of the patient befor critic actual occur the system employ a smart agent that accept,Positive
276,abstract: structural health monitoring (shm) will transform the management and maintenance of civil infrastructure as available technology and methods continue to improve. realizing the full potential of shm requires the development of dense arrays of multi-scale sensors running robust,abstract structur health monitor she will transform the manag and mainten of civil infrastructur as avail technolog and method continu to improv realiz the full potenti of she requir the develop of dens array of multi-scal sensori run robust,Positive
277,"recommendations. our advice also reflects concerns about the sustainability of some fisheries and fish farms. why fish are a healthy choice: fish are an excellent source of protein, vitamin d and beneficial omega-3 fatty acids, which help prevent heart disease and promote mental health and healthy brain",recommend our advic also reflect concern about the sustain of some fisheri and fish farm whi fish are a healthi choic fish are an excel sourc of protein vitamin d and benefici opera-3 fatti acid which help prevent heart diseas and promot mental health and healthi brain,Positive
278,"large, complex and costly engineering structures are mainly made to last for a long period. this is specifically known for civil engineering buildings but also for heavy machinery, trains, ships or aircraft. any of these items are used intensively. long endurance combined with intensive usage leads to deterioration. of course an engineering structure is designed to withstand deterioration for a certain",larg complex and costli engin structur are mainli made to last for a long period thi is specif known for civil engin build but also for heavi machineri train ship or aircraft ani of these item are use extens long endur combin with intens usag lead to deterior of cours an engin structur is design to withstand deterior for a certain,Negative
279,"to be associated with a wide range of dr. abhishek k.n occupation. dentistry is a profession that generally produces muscular pain. dental students are trained to department of public health dentistry, excel theoretically, but there seems to be a disconnect between what is learned and what is applied",to be associ with a wide rang of dr abhishek k.n occup dentist is a profess that gener produc muscular pain dental student are train to depart of public health dentist expel theoret but there seem to be a discont between what is learn and what is appli,Positive
280,"of the colony. changes in weight can accurately reflect the productivity of the colony, as well as its health and condition. this paper describes the development of a wireless platform weighing scales, for implementation as part of a smart beehive. a single point impact load cell was selected as the most",of the coloni chang in weight can accur reflect the product of the coloni as well as it health and condit thi paper describ the develop of a tireless platform weigh scale for implement as part of a smart behav a singl point impact load cell wa select as the most,Neutral
281,this paper describes a single sign-on solution for the central management of health care provider’s smart cards in hospitals. the proposed approach which is expected to be an improvement over current methods is made possible through the introduction of a national healthcare telematics,thi paper describ a singl sign-on solut for the central manag of health care provid ’ s smart card in hospit the propos approach which is expect to be an improv over current method is made possibl through the introduct of a nation healthcar telemat,Positive
282,"will be greatly aided by an innovative system that can monitor a person’s body, behavior, and environment during his or her daily life, and then alert the person to take corrective action when health risks are identified. in this paper, we propose a smart phone assisted chronic illness self-management system",will be greatli aid by an innov system that can monitor a person ’ s bodi behavior and environ dure hi or her daili life and then alert the person to take correct action when health risk are identifi in thi paper we propos a smart phone assist chronic ill self-manag system,Negative
283,"on web sites, regardless of a person's physical health or geographic location. web accessibility is essential for implementing the applications. this paper aimed to minimize the damage due to the side-effect and provide program implementation based on android that can limit application running",on web site regardless of a person 's physic health or geograph locat web inaccess is essenti for implement the applic thi paper aim to minim the damag due to the side-effect and provid program implement base on andro that can limit applic run,Positive
284,"/ smart environments are prominent cases of pervasive computing, whose aim is to remodel the environments where people live and act, considering the new services (such as energy management, health care, entertainment) that can be provided by embedding (intelligent) software in network-enabled subsystems",smart environ are promin case of evas comput whose aim is to remov the environ where peopl live and act consid the new servic such as energi manag health care entertain that can be provid by embed intellig softwar in network-en subsystem,Positive
285,"piezoceramic-based device, the smart aggregate, is utilized as a transducer for the health monitoring purpose. to investigate the seismic behavior of reinforced concrete (rc) bridge columns, structural health monitoring tests were performed on two bridge columns under combined reversed cyclic loading",piezoceramic-bas devic the smart aggreg is util as a transduc for the health monitor purpos to investig the seismic behavior of reinforc concret re bridg column structur health monitor test were perform on two bridg column under combin revers cystic load,Negative
286,"in response to the public health epidemic of teenage pregnancy, the present study investigated a new, gender-specific, school-based approach to adolescent preg-nancy prevention for middle school girls called smart girls life skills training © (smart girls). participants included 854 students (633",in respons to the public health epidem of teenag pregnanc the present studi investig a new gender-specif school-bas approach to adolesc pre-nanc prevent for middl school girl call smart girl life skill train © smart girl particip includ 854 student 633,Positive
287,"for domain-specific applications in order to extract relevant concepts. due to the growing need for smart health applications in order to address some of the latest worldwide epidemics of behavioral issues (e.g. over eating, lack of exercise, alcohol and drug consumption), we focused on the domain",for domain-specif applic in order to extract relev concept due to the grow need for smart health applic in order to address some of the latest worldwid epidem of behavior issu e.g over eat lack of exercis alcohol and drug consumpt we focus on the domain,Positive
288,this paper discusses a personalized heart monitoring system using smart phones and wireless (bio) sensors. we combine ubiquitous computing with mobile health technology to monitor the wellbeing of high risk cardiac patients. the smart phone analyses in real-time the ecg data and determines whether,thi paper discuss a person heart monitor system use smart phone and tireless big sensori we combin ubiquit comput with mobil health technolog to monitor the well of high risk cardiac patient the smart phone analysi in real-tim the egg data and determin whether,Positive
289,"diseases related to backbone and their personal and social adverse effects are always considered as one of the main health concerns such that, even passing of the time and",diseas relat to backbon and their person and social advers effect are alway consid as one of the main health concern such that even pass of the time and,Negative
290,"personalized health assistants have gained popularity over the last few years. such technologies allow users to monitor their health information in real time and often integrate with their smart devices, especially smart phones. augmented quick health (aqh) is such an intelligent health monitoring",person health assist have gain popular over the last few year such technolog allow user to monitor their health inform in real time and often integr with their smart devic especi smart phone augment quick health ah is such an intellig health monitor,Negative
291,soldiers’ life. this paper presents an architecture that will use mems smart skin technology to fabricate different types of sensors. the smart skin can then be worn underneath the soldier’s uniform to monitor soldier’s health. rf transmitters can also be used to build and embed wireless transmitters,soldier ’ life thi paper present an architectur that will use gem smart skin technolog to abdic differ type of sensori the smart skin can then be worn underneath the soldier ’ s uniform to monitor soldier ’ s health of transmit can also be use to build and eb tireless transmit,Neutral
292,"abstract — one of the many services that intelligent systems can provide is the automated assessment of resident well-being. we hypothesize that the functional health of individuals, or ability of individuals to perform activities independently without assistance, can be estimated by tracking",abstract — one of the mani servic that intellig system can provid is the automat assess of resid well-b we hypothesi that the function health of individu or abil of individu to perform activ independ without assist can be estim by crack,Negative
293,"abstract health smart homes are nowadays a very explored research area due to the needs for automation and telemedicine to support people in loss of autonomy and also due to the evolution of the technology that led in cheap and efficient sensors. however, collecting data in this area is still very",abstract health smart home are nowaday a veri explor research area due to the need for automat and telemedicin to support peopl in loss of autonomi and also due to the evolut of the technolog that led in cheap and effici sensori howev collect data in thi area is still veri,Negative
294,". in this paper, we design and implement a smart health care system which uses the authentication device to identify an individual and the user's smart phone. our system records and manages the amount of exercise on the basis of the prescription of health care professionals through the exercise equipment",in thi paper we design and implement a smart health care system which use the authent devic to identifi an individu and the user 's smart phone our system record and manag the amount of exercis on the basi of the prescript of health care profession through the exercis equip,Neutral
295,"to be overcome. here we have a secure and private- preserving opportunistic computing framework called m-healthcare, for mobile-healthcare emergency. using the smart phone and spoc, the software or hardware like computing power and energy can be gathered opportunistically to process the intensive personal health",to be overcom here we have a secur and privat preserv opportunist comput framework call m-healthcar for mobile-healthcar emerg use the smart phone and spot the softwar or hardwar like comput power and energi can be gather opportunist to process the intens person health,Negative
296,"that systems can be automatically assembled and dynamically reconfigured based on udesign descriptions. udesign was primarily motivated and validated within monitoring and control applications for smart spaces, but we envision possible extensions to other domains. our contribution differs from early attempts",that system can be automat assembl and dynam reconfigur base on design descript design wa primarili motiv and valid within monitor and control applic for smart space but we divis possibl extens to other domain our contribut differ from earli attempt,Negative
297,"(sess) national initiative to integrate behavioral health services (parenting, mental health, and drug treatment) into the pediatric health care setting for families with young children. data are presented from five pediatric care (pc) sites, drawing from families at risk due to demographic",less nation initi to integr behavior health servic print mental health and drug treatment into the pediatr health care set for famili with young children data are present from five pediatr care pp site draw from famili at risk due to geograph,Neutral
298,"abstract the built environment has a profound impact on our natural environment, economy, health and productivity. as the majority of the people spent most of their time inside buildings, the environment in which they perform their daily activities will have an impact on their health",abstract the built environ ha a profound impact on our natur environ economi health and product as the major of the peopl spent most of their time insid build the environ in which they perform their daili activ will have an impact on their health,Negative
299,"audio-based technology has a great potential to become one of the major interaction modalities in smart home and more generally in ‘ubiquitous computing’. as introduced by weiser [42], ubiquitous computing refers to the computing technology which disappears into the background, which becomes so",audit-bas technolog ha a great potenti to becom one of the major interact local in smart home and more gener in ‘ ubiquit comput ’ as introduc by wiser 42 ubiquit comput refer to the comput technolog which disappear into the background which becom so,Neutral
300,"an innovative networked embedded sensing system for structural health monitoring is currently being developed. this sensor network has been prototyped in the laboratory, and will be deployed in a series of forced-vibration tests involving a full-scale, four-story office building in the next coming",an innov network embed sens system for structur health monitor is current be develop thi senior network ha been prototyp in the laboratori and will be deploy in a seri of forced-vibr test involv a full-scal four-stori offic build in the next come,Negative
301,"abstract. as we age, simple everyday tasks become difficult to perform. sim-ply enjoying a hot nutritious meal may be difficult because of the natural im-pairments and declines in health conditions. the numerous steps required in preparing a meal and operating a microwave oven can become",abstract as we age simpl everyday task becom difficult to perform him-pli enjoy a hot nutrit meal may be difficult becaus of the natur in-par and declin in health condit the numer step requir in prepar a meal and oper a microwav oven can becom,Positive
302,"abstract: formally involving users in the design of ehealth solutions can be beneficial. however, within the ehealth domain, the design process is often technology driven. in contrast, we present the need for and benefits of a user-centered approach to technology development. in addition, we argue",abstract formal involv user in the design of health solut can be benefici howev within the health domain the design process is often technolog driven in contrast we present the need for and benefit of a user-cent approach to technolog develop in addit we argu,Neutral
303,abstract — a prototype of a system based on a bluetooth body area network (ban) for continuous and wireless telemonitoring of patients ’ biosignals is presented. smart phones and java (j2me) have been selected as platform to build a central node in patients ’ ban. a midlet running in the smart,abstract — a prototyp of a system base on a bluetooth bodi area network ban for continu and tireless telemonitor of patient ’ biosign is present smart phone and cava me have been select as platform to build a central node in patient ’ ban a middl run in the smart,Neutral
304,abstract not found,abstract not found,Negative
305,teachers in a low socio-economic area of a metropolitan city: the heart smart program,teacher in a low soil-econom area of a metropolitan citi the heart smart program,Positive
306,point your smartphone at the code above. if you have a qr code reader the video abstract will appear. or use:,point your smartphon at the code abov if you have a or code reader the video abstract will appear or use,Positive
307,"program (nslp) standards in school lunchmenus in 56 intervention and 20 control schools from the child and adolescent trial forcardiovascularhealth (catch)5 years after themain trial, comparedwith 12 schools pre-viously unexposed to catch. school food service personnel completed questionnaires",program help standard in school lunchmenu in 56 intervent and 20 control school from the child and adolesc trial forcardiovascularhealth catch 5 year after remain trial comparedwith 12 school pre-obvi unexpos to catch school food servic personnel complet questionnair,Positive
308,pervasive informatics and persistent actimetric information in health smart homes: different approaches,evas inform and persist actimetr inform in health smart home differ approach,Negative
309,of that structure. this approach can form a smart health monitoring system for composite structures. a simple demodulation system employing artificial neural networks (ann) was used to extract harmonics and predict the maximum strain level on a smart composite beam. this paper deals with the computer simulation,of that structur thi approach can form a smart health monitor system for composit structur a simpl demodul system employ artifici neutral network ann wa use to extract harmoni and predict the maximum strain level on a smart composit beam thi paper deal with the comput stimul,Positive
310,"are currently limited. in this paper, a new distributed computing strategy for structural health monitoring is proposed that is suitable for implementation on a network of densely distributed smart sensors. in this approach, a",are current limit in thi paper a new distribut comput strategi for structur health monitor is propos that is suitabl for implement on a network of dens distribut smart sensori in thi approach a,Neutral
311,"author manuscript, published in ""one of the greatest challenges in ambient assisted living is to design health smart homes that anticipate the needs of its inhabitant while",author manuscript publish in one of the greatest challeng in absent assist live is to design health smart home that anticip the need of it inhabit while,Positive
312,abstract background: several studies suggest that most school-age children are poorly informed about cancer risk factors. this study examines the effectiveness of the 'be smart against cancer' (bsac) program in promoting cancer awareness and intentions to engage in health,abstract background sever studi suggest that most school-ag children are poorli inform about cancer risk factor thi studi examin the effect of the 'be smart against cancer sac program in promot cancer awar and intent to engag in health,Negative
313,"telemedicine is the delivery of health-care services, where distance is a critical factor. the use of smart agent and artificial intelligence techniques to enhance such services is proposed through a description of the needs and goals of a smart agent based telemedicine system. a real-world example",telemedicin is the deliveri of health-car servic where distanc is a critic factor the use of smart agent and artifici intellig techniqu to enhanc such servic is propos through a descript of the need and goal of a smart agent base telemedicin system a real-world exampl,Negative
314,"monitoring devices, have started to play key role in different sectors, namely, smart-grid, smart-health, smart-city, smart-electronic-vehicle, etc. consequently, numerous device-manufacturers and service-providers have arrived to resolve the increasing demand of personalized smart-devices and services",monitor devic have start to play key role in differ sector name smart-grid smart-health smart-citi smart-electronic-vehicl etc consequ numer device-manufactur and service-provid have arriv to resolv the increas demand of person smart-devic and servic,Positive
315,"the goal of the smart choices program (scp) is to provide a simple front-of-the-package icon system to direct consumers to smarter food choices in the supermarket, which will eventually lead to more bal-anced diets and to more beneficial foods as food manufacturers ren-ovate products to meet",the goal of the smart choic program sip is to provid a simpl front-of-the-packag icon system to direct consum to smarter food choic in the supermarket which will eventu lead to more bal-danc die and to more benefici food as food manufactur men-oval product to meet,Neutral
316,sensor selection to support practical use of health-monitoring smart environments,senior select to support practic use of health-monitor smart environ,Positive
317,abstract not found,abstract not found,Negative
318,"giving notifications in a timely manner is an essential service that smart home should provide. communication of resident’s data to their doctor, health care provider or family member via email, phone call, or text message is indispensable. in order to reduce the cost, improve extendibility",give modif in a time manner is an essenti servic that smart home should provid commun of resid ’ s data to their doctor health care provid or famili member via email phone call or text messag is indispens in order to reduc the cost improv extend,Negative
319,"and levels of intervention (john, taki, allu, 2003).one of such strategies is that of creating smart environments. smart environments affect every segment of a nation’s development, be it educational, economic, health, etc. it brings to the forefront the idea of a wired environment as the main development",and level of intervent john take all 2003 one of such strateg is that of creat smart environ smart environ affect everi segment of a nation ’ s develop be it educ econom health etc it bring to the forefront the idea of a wire environ as the main develop,Positive
320,"fall is one of the serious health issues among elderly population in malaysia. in the event of a fall, a strong impact may be inflicted on the elderly causing severe injuries or even death. another research by the national institutes of health found that 67 % of elderly who fall and fail to seek",fall is one of the seriou health issu among elderli popul in malasha in the event of a fall a strong impact may be inflict on the elderli caus sever injuri or even death anoth research by the nation institut of health found that 67 of elderli who fall and fail to seek,Neutral
321,"abstract—current hierarchical communication infrastructure in the smart grid is not robust for data collection from smart meters during outages. in this work, we propose a self-organizing multi-channel wireless communication framework to aid in data collection for smart grid health monitoring. we",abstract—curr hierarch commun infrastructur in the smart grid is not robust for data collect from smart peter dure outrag in thi work we propos a self-organ multi-channel tireless commun framework to aid in data collect for smart grid health monitor we,Negative
322,"in this paper, some recent advances on research, development and implementation of intelligent health monitoring systems (hmss) for infrastructures in mainland of china, especially in harbin institute of technology. the contents include smart sensors such as optical fiber bragg grating",in thi paper some recent advanc on research develop and implement of intellig health monitor system hiss for infrastructur in mainland of china especi in habit institut of technolog the content includ smart sensori such as optic finer bragg grate,Positive
323,"abstract—implementing requirements verified body worn medical sensors and smart phones, acting as base stations, in body sensor networks (bsns), is of extreme importance for development of reliable pervasive health monitoring systems (phms). models of bsns have been used to analyze designs",abstract—impl requir verifi bodi worn medic sensori and smart phone act as base station in bodi senior network bon is of extrem import for develop of reliabl evas health monitor system hi model of bon have been use to analyz design,Neutral
